Text,Difficulty
"Engagés à différents titres pour plus d’équité dans les échanges commerciaux, nous contestons la prétention à incarner le «commerce équitable» de quelques acteurs qui, pour tenter d’augmenter leur volume de vente, traitent avec des multinationales de la transformation, de la distribution et de la restauration rapide en les exonérant à bon compte de leurs responsabilités à l’égard de l’ensemble de leurs fournisseurs, salariés et clients.",C1
"Que ces acteurs, telle la marque Max Havelaar, croient ou feignent de croire qu’ils disposent du rapport de force nécessaire pour infléchir les pratiques de ces multinationales, c’est leur droit.",C1
"Qu’ils veuillent préserver un petit secteur d’activité pour continuer d’écouler quelques produits qualifiés «d’équitables», on peut le comprendre.",C1
"Qu’ils focalisent leurs arguments sur les stéréotypes de «petits producteurs défavorisés du Sud» au mépris de la qualité de leurs produits, de leur travail et de leurs luttes, d’un côté, et de «consommateurs du Nord», de l’autre, qu’ils réduisent ainsi la question de l’équité dans les échanges économiques à une problématique de «marketing éthique», c’est très dommageable.",C1
"Mais qu’ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c’est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile, ce qui est inadmissible.",C1
"Nous nous interrogeons sur le soutien moral et financier des pouvoirs publics à une campagne de sensibilisation dont le message («Achetez du café qui vous permette de dormir tranquille», encart publicitaire de la marque Max Havelaar France) suinte la vieille culture coloniale qui marque encore aujourd’hui nos imaginaires collectifs et notre rapport au monde: le rôle de l’État est-il de financer des opérations de «communication éthique» d’enseignes multinationales?",C1
"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits sociaux, soit il est au contraire un véritable enjeu de société.",C1
"On reconnaît alors qu’il recouvre des analyses, des acteurs, des histoires et des pratiques multiples aux finalités complémentaires ou différentes, voire antagonistes.",C1
Un débat public et démocratique est donc nécessaire!,C1
Deux constats récents ont imposé le débat.,C1
"D'une part, la hausse des agressions sexuelles contre les adolescentes, à l'intérieur même des établissements.",C1
"D'autre part, l'échec scolaire croissant des garçons.",C1
Les quelques chiffres publiés à ce jour donnent une idée de la dégradation du climat entre les élèves des deux sexes.,C1
"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1
"Durant l'année scolaire 2001-2002, les violences physiques à caractère sexuel ont représenté 1,13% des actes de violence recensés par le logiciel de l'Education nationale.",C1
Cruel paradoxe.,C1
"Malgré la supériorité scolaire des filles, les enseignants eux-mêmes reproduisent les clichés sexistes, en favorisant inconsciemment les garçons.",C1
"Une étude effectuée dans les années 1990 auprès d'un groupe de professeurs de physique de quatrième, des deux sexes, a révélé qu'entre deux bonnes copies, l'une rédigée par un garçon, l'autre par une fille, les enseignants notaient plus favorablement celle du garçon.",C1
D'autres enquêtes montrent que les enseignants interrogent plus souvent les filles que leurs camarades du sexe «fort» sur des sujets à connaître «par cœur».,C1
Mais ils demandent aussi plus souvent aux garçons de produire un raisonnement sur ce qu'ils ont appris.,C1
"Bref, pour le corps enseignant, les filles réussissent grâce à leurs talents de «bûcheuses», tandis que les garçons échouent par paresse plutôt que par manque de dons.",C1
"En clair, les adolescentes souffrent d'un complexe d'infériorité par rapport à leurs comparses masculins, comme l'a montré cette sociologue de l'éducation dans un ouvrage de référence, L'Ecole des filles (L'Harmattan).",C1
"Beaucoup s'interdisent, sans en avoir conscience, les filières dites «masculines» - les sciences, surtout - convaincues qu'elles ne seront pas à la hauteur.",C1
"Les chiffres le prouvent: en 2000, les filles ne représentaient que 43,7% des effectifs en S (pour 82,5% dans les séries littéraires), 22,5% dans les écoles d'ingénieurs, et 14% à Polytechnique.",C1
Idem pour les voies technologiques.,C1
"Hier, la question aurait paru absurde, tant la cause semblait entendue.",C1
"Aujourd'hui, elle contraint les spécialistes de l'éducation à une réflexion aussi douloureuse qu'embarrassante.",C1
Et si la mixité scolaire n'était pas aussi bénéfique qu'on le croit?,C1
"Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1
"Ainsi en a décidé le très puritain George Bush, avec la bénédiction de la féministe Hillary Clinton.",C1
"En Grande-Bretagne, en Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous-représenté.",C1
"En France, c'est l'enseignement catholique qui, le premier, a osé briser le tabou, en rediscutant des vices et vertus de la mixité depuis ses assises de décembre 2000.",C1
"Et pour cause: les seuls établissements non mixtes de l'Hexagone sont des institutions privées, même si elles ne représentent que 5% environ des écoles, collèges et lycées.",C1
"Le ministère de l'Education, lui-même, en appelle, dans un texte également daté de l'année 2000, à la promotion d'«une éducation fondée sur le respect des deux sexes».",C1
Que restera-t-il à la rentrée des acquis de l’année scolaire ?,C2
Je propose que tout le monde apporte quelque chose à manger.,A1
On va manger dans le jardin.,A1
"Et après, on peut prendre un bain dans la piscine, l'eau est bonne !",A1
je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,A1
j'espère vous avoir près de moi pour une jolie fête.,A1
J’attends votre réponse. À bientôt.,A1
Papa est en voyage jusqu’à demain.,A1
"Je suis encore au bureau, je vais rentrer plus tard.",A1
"J’ai préparé le repas, il est dans la cuisine.",A1
Pour le dessert il y a de la mousse au chocolat.,A1
"Ne te couche pas trop tard, tu vas à l’école demain.",A1
La prof de sciences est absente demain.,A1
"Qu’est-ce que je vous sers, mesdemoiselles ?",A1
Qu’est-ce qu’il a ton petit chat ?,A1
Il apprend deux langues étrangères : L’anglais et l’espagnol.,A1
Il n’a pas cours l’après-midi du mercredi,A1
Il a cinq heures de français par semaine.,A1
La prof de sciences est absente demain.,A1
"Quand tu auras fini tes devoirs, tu pourras aller chez Sylvie. Pas avant.",A1
Prévenez toute l ’é¸uipe ¸ue la réunion de 15 h est déplacée à 16 h 30 !,A1
J'ai un rendez-vous urgent à l 'extérieur.,A1
Téléphonez-moi pour confirmer la présence.,A1
Je recherche une personne pour garder mes enfants de 1 et 7 ans.,A1
"Il faut être disponible pour travailler les jeudis, vendredis et samedis soirs après 17 heures.",A1
Vous devez habiter dans le centre de Limoges ou avoir une voiture.,A1
Expérience avec les enfants souhaitée.,A1
"Si vous êtes intéressé, appelez-moi.",A1
"Pour aller à la salle internet à partir de l’escalier, marchez jusqu’à l’accueil, puis tournez à gauche.",A1
"La salle internet est la deuxième salle après les toilettes, à gauche.",A1
Le restaurant « Bon appétit » recherche des serveurs pour l’été.,A1
Quelle est la date du mariage ?,A1
"S’il fait beau, l’après-midi vous pouvez aller au jardin du Luxembourg.",A1
Le soir vous pouvez faire un tour en bateau jusqu’à la Tour Eiffel.,A1
"Au restaurant Paris Musical, près des Champs Elysées, vous pouvez voir des spectacles et manger pour 21 €.",A1
Réservez vos billets dans le bureau 127 de l’université du lundi au vendredi (10 h - 18 h).,A1
"Madame, Monsieur, Votre fils Léo arrive tous les jours en retard à l’école.",A1
Je souhaiterais vous rencontrer à ce sujet.,A1
Je vous propose un rendez-vous mardi prochain à 17 heures.,A1
L’été c’est le 21 juin et les beaux jours sont là !,A1
Nous t’attendons vers 18h avec toute ta petite famille.,A1
Envoie-moi un mot pour confirmer votre présence.,A1
Le parc national de Chamonix a besoin de 5 guides pour l’été.,A1
"Société de produits alimentaires, cherche un chauffeur-livreur pour la région parisienne.",A1
Permis de conduire camion obligatoire.,A1
Possibilité d’emploi définitif si satisfaction.,A1
Je te quitte pour aller travailler. Bonne visite.,A1
Je suis née aux Pays-Bas,A1
Ils sont au lycée français.,A1
Mon mari est éditeur.,A1
Nous habitons à Munich.,A1
J’aime les voyages et la littérature russe.,A1
J’aime bien courir le matin en été.,A1
"En été, j’aime faire de la randonnée et vous, que faites-vous le soir en hiver ?",A1
"Le soir en hiver, j’aime bien lire près de la cheminée et faire de la cuisine.",A1
Je mange souvent une salade ou un sandwich dans mon bureau.,A1
Je consulte d’habitude ma messagerie. Et puis je prends un café.,A1
Je suis une passionnée de montagne.,A1
J’aime bien faire de l’escalade.,A1
"Ce qui me plaît surtout, c’est le silence de la montagne.",A1
j’aime beaucoup faire du parapente.,A1
"Par contre, les sports d’équipe comme le foot ou le basket, je n’aime pas du tout !",A1
Je prends le train dimanche matin.,A1
"Lundi 11 janvier, j’ai un long entretien avec un client finlandais.",A1
J’ai bien reçu le lecteur de DVD portable.,A1
"Malheureusement, la batterie ne marche pas.",A1
Notre distributeur de boissons est en panne.,A1
Est-ce que le technicien peut venir ce matin pour réparer la machine ?,A1
"Bonjour, je vous appelle au sujet de mon imprimante photo.",A1
Les réunions sont assez longues.,A1
Il n’est pas assez dur. Il est trop mou.,A1
"Ici, c’est mon bureau.",A1
"Là, c’est le bureau de notre manageur.",A1
Je sors avec des amis.,A1
Je reste en famille.,A1
Je mets mon portable dans la poche de ma veste.,A1
La connexion ne fonctionne plus.,A1
Un technicien fait le nécessaire et vous rappelle dans une heure environ.,A1
Je vous coupe les cheveux.,A1
Je vous vends des livres.,A1
Je loue et vends des appartements.,A1
Elle regrette de devoir beaucoup travailler,A1
Laura est la sœur de Julie.,A1
Son appartement est loin de l’Université.,A1
Elle apprécie le quartier dans lequel elle vit.,A1
Elle partage un appartement avec deux garçons.,A1
Julie est à Lausanne pour un mois.,A1
Le prof de planche à voile est agréable.,A1
Cette histoire ne ressemble pas à celle de Vacances romaines.,A1
Julia Roberts a toujours rêvé d’être l’héroïne d’un film romantique.,A1
Il a fait ses études secondaires à Marseille et ses études universitaires à Genève.,A1
Albert Cohen est né en 1895 à Corfou.,A1
Il a publié plusieurs romans.,A1
"Au Canada, au Mali et en Belgique, le français est une langue officielle.",A1
il y a plus de 50 pays francophones !,A1
Les Français n’aiment pas parler des langues étrangères.,A1
"J’habite au Niger, et vous ?",A1
Je suis né à Toronto.,A1
Je suis née à Berne.,A1
Paul a le numéro de téléphone de Marie.,A1
Elle est chanteuse.,A1
J’aime le sport.,A1
"| Je m’appelle Dioke, je suis malien, j’aime la peinture.",A1
Elle s’appelle Carole Dupré.,A1
"J’ai 23 ans, je parle chinois, j’aime la lecture !",A1
Elle s’appelle Mariam Doumbia.,A1
"Elle est chanteuse, et elle est malienne.",A1
"Avec Amadou, ils sont Amadou et Mariam.",A1
Charline Vanhoenacker est journaliste.,A1
Elle est belge.,A1
Bienvenue à la réunion des volontaires internationaux.,A1
Moi je m’appelle Lien.,A1
"J’habite à Hanoi, au Vietnam.",A1
L’école donne des cours de français.,A1
Il y a des cours de portugais.,A1
Le test de niveau en français est sur le site Internet de l’école.,A1
Les étudiants étrangers ont 10 heures de cours par semaine.,A1
Je suis débutante.,A1
Mon cours d’espagnol commence le 9 janvier.,A1
Ellle s'appelle Delphine Costa.,A1
Il est ingénieur dans une societé d'informatique.,A1
"Elle est très sportive, elle adore la nature et elle a horreur d'aller dans les discothèques.",A1
John et Delphine se rencontrent pour la première fois sur une plage en face d'une hôtel.,A1
"Je suis désolée, mais je ne suis pas libre ce week-end.",A1
"C'est d'accord pour samedi, je viens avec ma soeur Katrine.",A1
Lisa peuvnt venir !,A1
"Elles apportent du champagne, je crois !",A1
je me réveille tous les jpurs à 6 heures et quart.,A1
"Le soir, je regarde la télé jusqu'à 11 heures.",A1
Je travaille de 9 heures à 12 heures.,A1
Je me prèpare d'abord et je prends mon petit déjeuner ensuite.,A1
Je me lève tous les matins vers 6 heures.,A1
"En general, j'ai un programme d'entraîment intensif.",A1
L' âprès-midi je me repose.,A1
J'ai des cours de méchanique et d'informatique.,A1
"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1
"Chaque matin, je prends mon petit déjeuner à 8 heures.",A1
"Hier soir, j'ai travaillé jusqu'à minuit.",A1
J'ai eu un week-end un peu spécial.,A1
Julia a cherchè sa clé dans son sac.,A1
Elle a ouvert la porte de la maison.,A1
Elle est entrée.,A1
Elle a posé son sac sur une chaise.,A1
"Avant Noel, vous achetez des cadeaux pour tout le monde.",A1
"Chaque quartier a décoré ses rues, ses monuments, les magasins.",A1
Nous sommes très tristes.,A1
Mon fils est né ce matin.,A1
Je suis papa.,A1
Les parents de Jeanne et de Simon annoncent leur mariage.,A1
Vous êtes une des copines de Zoé.,A1
Zoé annonce son mariage à ses copines dans un message Internet.,A1
"Nicolas va se marier, pour la deuxième fois.",A1
"C'est le fils mon père, mais ce n'est pas mon frère.",A1
"Ne quittez pas, je vous passe Marc Lebrun.",A1
"Je suis désolée, elle n'est pas là.",A1
Il est sous la douche.,A1
Un élève sur dix est enfant unique.,C1
L’apprentissage du code et plus largement d’une culture générale du numérique à l’école est une mesure réclamée depuis longtemps par l’Académie des sciences.,C1
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d’accord pour que la programmation informatique soient enseignée à l’école.",C1
Mais cette initiative suscite par ailleurs beaucoup de réticences.,C1
On entend souvent l’argument selon lequel on n’a pas besoin de connaître la mécanique pour apprendre à conduire.,C1
"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d’adversaires de cette mesure, qui la jugent inapplicable.",C1
"L’action de la fondation La Main à la pâte, qui oeuvre de¬puis près de 20 ans pour enseigner la science différemment à l’école, est un exemple dont on pourrait s’inspirer.",C1
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l’opération du même nom lancée en 1995 par l’Académie des sciences à l’initiative du prix Nobel de physique, Georges Charpak.",C1
"Cette action avait pour objectif, dès l’origine, d’aider les professeurs à enseigner la science et la technologie en mettant en oeuvre une pédagogie privilégiant l’expérimentation, la discussion, une pratique active et collective.",C1
"L’idée était de stimuler chez les élèves l’esprit scientifique et les capacités d’expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société",C1
"Une des originalités de la fondation est d’impliquer la communauté scientifique dans la création des ressources pédagogiques, l’accompagnement des classes et la formation continue des enseignants.",C1
"Un enseignement fondé sur l’expérimentation et la pratique, des objectifs d’apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la com¬munauté scientifique et professionnelle",C1
Le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s’appliquer parfaitement à la problématique de l’enseignement de la culture informatique.,C1
"À vrai dire, La main à la pâte a déjà commencé à réfléchir à la question.",C1
"Depuis un peu plus de trois ans, elle a commencé à s’intéresser à l’enseignement des mathématiques en lien avec les sciences et la technologie, et, depuis deux ans, aux sciences cognitives, sous l’angle de l’éducation à la santé.",C1
"Un projet sortira dans deux ans, en partenariat avec l’INRIA .",C1
Il a rencontré un grand succès dans les écoles.,C1
"Une machine, ça se contrôle, ça obéit à des instructions. Mais trop de gens sont encore désarmés face aux ordinateurs.",C1
Un enseignement scolaire pour créer des liens entre les matières,C1
"À cet égard, l’apprentissage du code, qui plus est en périscolaire, est limitatif.",C1
"L’avantage d’un enseignement à l’école, ce sont les liens avec les autres matières, les ponts que sont capables de faire les professeurs.",C1
"Étu¬dier la différence entre un langage naturel et un langage informatique, c’est intéressant quand on enseigne le français.",C1
"Etymologiquement, l’intelligence, c’est la capacité à faire des liens.",C1
"Ses soutiens la voient comme une militante acharnée de l’écologie, qui n’hésite pas à faire entendre sa voix.",C1
"Personnalité clivante au sein de la majorité, la ministre de la transition écologique, Barbara Pompili, a la lourde tâche de redorer le bilan environnemental d’Emmanuel Macron pour l’élection présidentielle de 2022.",C1
"Nommée en juillet 2020, l’ex-députée de la Somme joue gros avec l’examen du projet de loi Climat et résilience en commission spéciale à l’Assemblée nationale, à partir du lundi 8 mars.",C1
"Une déclaration qui tranche avec celle qu’elle a tenue au site Reporterre, le 25 février.",C1
"Le 22 février, la ministre a pris le contre-pied de plusieurs de ses collègues, qui ont condamné l’instauration par le maire écologiste de Lyon d’un menu unique sans viande dans les cantines de la ville.",C1
"Il faut sans cesse renforcer les mesures pour l’égalité des chances et contre les discriminations car elles sont essentielles à l’équilibre de notre politique, le fameux « en même temps ».",C1
"Avec la lutte contre le séparatisme, une stratégie d’entrave et répressive contre l’islam radical est mise en œuvre.",C1
Nous n’avons eu de cesse d’agir dans ce domaine.,C1
"La deuxième jambe de notre projet, axé sur le « protéger », est mise en place depuis 2017, notamment avec nos mesures en matière d’éducation, comme le dédoublement des classes.",C1
"Quand j’échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l’enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1
"Il est un autre horizon qu’annoncent les biologistes : la sixième extinction des espèces, qui n’épargnera que les animaux d’élevage, propres à l’exploitation directe.",C1
"Alors que nombre d’auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d’enfants ou de sévices infligés par des tueurs en série, une poignée d’entre eux s’efforce de combler quelques angles morts de la criminalité contemporaine.",C1
"Celui-ci se hisse, en effet, au quatrième rang mondial du marché noir, derrière les stupéfiants, la contrefaçon et le trafic d’êtres humains.",C1
"En deux décennies, les ours asiatiques ont quasiment disparu, en raison de l’attrait que représentent leurs pattes, pour la gastronomie, et leur vésicule biliaire, réputée aphrodisiaque.",C1
Les trafiquants se rabattent donc sur les ursidés d’Amérique du Nord.,C1
"Jusqu’à ce récit exceptionnel qu’est Migrations, premier roman de l’Australienne Charlotte McConaghy, sur des vies à bout de souffle.",C1
Superbe d’abord par son style et la manière dont la narration jongle avec les temps.,C1
"Au fil de retours en arrière éclairant la vie passée de l’héroïne, l’écrivaine chronique par touches la disparition successive de plusieurs spécimens.",C1
"Franny Stone et son mari Niall, ornithologue, ont été aux avant-postes du crépuscule de la biodiversité.",C1
Marie-Hélène Lahaye a fait et fait beaucoup dans la lutte contre les violences obstétricales et gynécologiques (VOG) mais utilise cette affaire de façon erronée,C1
"Dans ce procès, le problème n’était pas celui du consentement à la réalisation de gestes médicaux.",C1
La nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle allouée à l’Opéra de Lyon.,C1
"Nous souhaitons favoriser davantage la création et l’ouverture à d’autres publics », explique Nathalie Perrin-Gilbert.",C1
"Selon l’élue du 1er arrondissement, la coupe dans le budget de l’opéra répond aussi aux recommandations récurrentes de la chambre régionale des comptes, reprochant l’impact de l’établissement lyrique dans les finances municipales.",C1
Nous ne pouvons que nous inquiéter de l’idéologie anti-opéra que semble sous-tendre cette décision.,C1
"La sémantique du directeur de l’opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision de l’exécutif écologiste, allié à la « gauche unie ».",C1
"Parce que la philosophie se trouve de plus en plus mobilisée en étendard face à un religieux invasif ou agressif, et parce qu’elle prend aujourd’hui les traits d’une quasi-religion laïque, un ouvrage comme celui de Pierre Bouretz brouille des pistes trop tracées.",C1
"Et l’un de ces héritiers de Platon et du paganisme, Proclus (412-485), se lever en pleine nuit pour entonner des hymnes à la Lune ?",C1
Le grand mérite de La Raison ou les dieux ne tient pas seulement à ce qu’il découple la philosophie de l’athéisme.,C1
Il interroge surtout la prétendue affinité élective de celle-ci avec le seul monothéisme.,C1
"Oui, la raison a pu s’accommoder de la théologie païenne.",C1
"Même si l’auteur se défend de tirer des conséquences contemporaines de son enquête, le lecteur ne peut s’empêcher de poursuivre son chemin dans les horizons qu’il découvre.",C1
"Dans ce nouveau livre magistral, il met cette fois en évidence l’entrelacement entre la rationalité la plus exigeante et les pratiques les plus insolites regroupées sous le nom de « théurgie ».",C1
"Ce terme, l’auteur le définit comme un répertoire d’actions visant à exercer une contrainte sur les dieux, par la manipulation de leur nom, par des rituels ou des gestes que nous assimilons désormais, nous, à la magie.",C1
"Donner leur chance aux documentaires, les faire exister en salle, telle est la mission en temps normal de l’association Documentaire sur grand écran, créée en 1991.",C1
"L’une de ses dernières initiatives a été la création du festival Best of Doc, dont la première édition avait eu lieu en novembre 2019.",C1
La comédienne a répondu depuis son appartement parisien aux questions de la journaliste et productrice Géraldine Sarratia.,C1
"rène Jacob évoque son enfance à Genève (Suisse) entre ses trois frères, son père astrophysicien au CERN, qui aimait dessiner des flip books de personnages de cartoons, et sa mère qui, après quelques années passées au foyer, a repris ses études pour devenir psychothérapeute pour enfants.",C1
"Très jeune, la future comédienne développe un fort intérêt pour les histoires, les déguisements.",C1
"Deux passions artistiques qui lui permettent d’accéder à son premier rôle au cinéma : celui d’une professeure de piano dans le film Au revoir les enfants, de Louis Malle.",C1
"Grande amoureuse des couleurs et de la cuisine italienne, Irène Jacob a trouvé dans la culture slave la force de l’expression des sentiments jusqu’au tragique.",C1
Une énergie qu’elle aime retrouver sur scène.,C1
"Ce lundi 8 mars, Journée internationale des droits des femmes, les salariés de McDonald’s sont à nouveau dans la rue.",C1
"Les bruits de klaxon viennent entrecouper les mots des militantes qui s’expriment, un micro dans leurs mains endolories par le froid matinal.",C1
"C’est bien là le miracle de l’écriture anglo-saxonne pour rendre parfois passionnants, subtils et addictifs des objets a priori grossiers.",C1
"Chaque époque donne lieu à des reconstitutions assez voyantes, voire outrées, en termes de décors et de costumes, mais c’est sans doute surtout pour que le spectateur s’y retrouve en un coup d’œil.",C1
"Au cours de ces trente années, deux vies se déroulent donc devant nos yeux, avec leur lot de grands chagrins et d’amourettes, de déceptions et d’emballements.",C1
"Larmoyante et enthousiasmante, aussi cheesy qu’agréable, un brin ringarde autant que brillante, la série propose quelque chose qui va complètement à contre-courant des séries contemporaines, complexes, sombres, souvent très conscientes d’elles-mêmes, mais renoue avec un aspect primordial : la proximité bientôt familière avec des personnages qu’on a envie de suivre jusqu’au bout de leur histoire.",C1
"Mais, outre cette finesse présente au milieu des couches de guimauve, ce qui distingue TLPT, c’est sa maîtrise sophistiquée de la gestion du temps.",C1
On pense bien sûr à This Is Us pour les temporalités parallèles qui éclairent les destins des personnages sur plusieurs décennies.,C1
"C’est l’invention de la série que d’avoir déplié le temps en plusieurs couches, et c’est le signe d’une compréhension profonde de l’essence même du récit sériel, conçu pour nous accompagner sur plusieurs années.",C1
"Ultime sophistication, les auteurs et réalisateurs de la série mettent un point d’honneur à toujours, ou presque, trouver un point de raccord entre les scènes même quand dix ou quinze ans les séparent.",C1
"Cela peut donner lieu à des raccords particulièrement vertigineux, comme celui où un fondu enchaîné donne l’impression que Kate observe depuis un encadrement de porte son tout premier baiser avec l’homme dont elle est en train de divorcer.",C1
"Cette façon d’entrer dans les pensées des personnages presque par effraction, sans s’excuser, et de naviguer dans un océan à l’amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1
"Florian Kirchner, chargé du programme espèces de l’ONG, rappelle les nombreux enjeux et défis qui attendent notre pays, mais aussi le monde, en matière de conservation et de protection faunistique et floristique.",C1
"A grands coups de rouleau monté sur une immense perche, des membres de Greenpeace ont partiellement repeint en vert un avion Air France stationné à l’aéroport Paris-Charles-de-Gaulle à Roissy, ce vendredi matin.",C1
"Une action «coup de peint» destinée à dénoncer le «greenwashing» du gouvernement sur les enjeux environnementaux autour du trafic aérien, d’après l’organisation.",C1
"Neuf militants de l’ONG, vêtus de jaune ou de blanc, ont escaladé, vers 9 heures du matin, le grillage du tarmac de l’aéroport et se sont déployés autour d’un avion Boeing 777 de la compagnie Air France, stationné au sol et sans passager à bord.",C1
"Pendant une dizaine de minutes, deux d’entre eux ont alors entrepris de repeindre la carlingue de l’appareil, tandis que plusieurs autres se hissaient sur l’aile gauche de l’avion avant de déployer des pancartes sur lesquelles on pouvait lire : «Y a-t-il un pilote pour sauver le climat ?» ou «la solution : moins d’avions».",C1
"Certains, juchés sur le toit ou l’aile, refusaient de descendre.",C1
La sécurité aérienne n’est pas remise en cause et le trafic aérien continue normalement.,C1
"Le projet de loi pour le climat, qui reprend certaines propositions de la Convention citoyenne, sera débattu à l’Assemblée fin mars et en commission spéciale dès lundi.",C1
La «visio» atténuera sans doute l’émotion des retrouvailles et la solennité des adieux.,C1
"Pour la dernière fois, lui et ses camarades de la Convention citoyenne pour le climat doivent se réunir à distance, ce week-end, pour donner leur verdict sur le projet de loi climat et résilience issu du rapport que ces 150 ont voté et dont le gouvernement s’est librement inspiré.",C1
Le trentenaire prendra sa place dans la mosaïque de petits écrans.,C1
S’empressant de remplir le verre à moitié vide.,C1
"Ces deux luttes sont liées, elles déconstruisent les rapports de domination, d’exploitation et de conquête au nom de l’Homme, dont la lettre capitale ne dissimule plus la posture prédatrice qu’il a tant incarnée.",C1
"En même temps qu’il fondait la rationalité de notre science moderne dans son Discours de la méthode, Descartes lui assigna spontanément l’objectif de nous rendre «maîtres et possesseurs de la nature» afin de «jouir, sans aucune peine, des fruits de la terre».",C1
"Pour ce faire, Ken Follett a offert l’intégralité des droits d’auteur de son récit «Notre-Dame», publié après l’incendie de Notre-Dame-de-Paris, le 15 avril 2019, à la Fondation du patrimoine (FDP).",C1
"Elle présente un style très cohérent, car elle a été construite assez rapidement.",C1
"La charpente et la couverture ne sont plus étanches, les balustrades en granit sont abîmées, certains parements doivent être remplacés ou consolidés, quatre verrières du XIIIe siècle, les plus anciens vitraux répertoriés en Bretagne, ne sont plus protégés.",C1
J’ai la lucidité de me rappeler que tout part d’un drame national avec l’incendie de Notre-Dame.,C1
"A ce titre, la commune a engagé une procédure de classement en site patrimonial remarquable.",C1
"Si l’homme est un loup pour l’homme, il arrive aussi que la femme le voie comme un âne.",C1
"Telle est du moins la représentation métaphorique qu’on s’en fait dans la culture populaire afghane, entre sœurs, copines ou voisines, à l’abri des oreilles masculines indiscrètes.",C1
"Il existe, pour une fois, un consensus très large sur les conclusions d’un organisme scientifique collégial international, le Giec : pour faire face au dérèglement climatique, il est impératif de «décarboner» nos économies !",C1
"Une des sources majeures des gaz à effet de serre dans le monde étant la production d’électricité d’origine fossile, il est donc normal de s’atteler à l’immense tâche de décarboner nos productions.",C1
On aura incontestablement besoin pour ce faire de l’ensemble des sources d’énergie bas carbone.,C1
"Dix ans après le début des fouilles, il apparaît désormais clair qu’un site archéologique du port antique de Bérénice, sur la rive égyptienne de la mer Rouge, abritait un vaste cimetière d’animaux domestiques, aimés et choyés comme à l’époque moderne.",C1
"Sous un vieux dépotoir romain, quelques strates plus bas encore, des archéologues de l’Académie polonaise des sciences ont trouvé en 2011 des restes de petits animaux.",C1
"Les archéologues Marta Osypińska, Piotr Osypiński et leur équipe les ont extraits de la terre un par un et ont étudié les dépouilles pour comprendre la vie de ces animaux.",C1
"Près de 100 squelettes complets d’animaux ont été découverts jusqu’ici dans une zone relativement petite de 100 m², à l’ouest du Grand Temple.",C1
Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1
"Mais les archéologues notent tout de même qu’ils ont été enterrés avec soin, voire avec amour, notamment dans la disposition des corps, qui rappelle des animaux endormis.",C1
"En parallèle des inhumations animales liées au sacré et aux rites magiques, il existait donc en Égypte antique de simples tombes de chiens et de chats apprivoisés.",C1
"Cela ferait de Bérénice le plus vieux cimetière d’animaux domestiques connu à ce jour, arguent les responsables de la fouille.",C1
"Beaucoup de félins avaient des bijoux autour du cou, en métal ou avec des perles de verre et de coquillages.",C1
"L’étude des dépouilles avec l’aide d’archéo-vétérinaires a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts de maladie, parfois jeunes, ou de blessure.",C1
"vec ses livreurs à vélo aux énormes sacs à dos carrés, l’entreprise est devenue incontournable pendant la pandémie.",C1
"Dans une analyse publiée le 3 mars, UBS estime que l’ensemble du marché est délicat. En Chine et en Corée du Sud, les deux pays où la livraison de repas est la plus développée, les bénéfices opérationnels sont possibles.",C1
"Si ce détestable virus a eu quelques effets bénéfiques, ce fut en prison.",C1
